country,year,sex,age,suicides_no,population,gdp_for_year_usd
Finland,1996,male,5-14 years,3,331100,132099404608
Finland,1997,male,35-54 years,473,791600,126833123354
Finland,1997,male,75+ years,53,94200,126833123354
Finland,1997,male,25-34 years,179,359000,126833123354
Finland,1997,male,55-74 years,24,439900,126833123354
Finland,1997,male,15-24 years,128,327400,126833123354
Finland,1997,female,35-54 years,133,767800,126833123354
Finland,1997,female,55-74 years,65,520600,126833123354
Finland,1997,female,25-34 years,43,344700,126833123354
Finland,1997,female,75+ years,19,216600,126833123354
Finland,1997,female,15-24 years,22,313000,126833123354
Finland,1997,female,5-14 years,2,317100,126833123354
Finland,1997,male,5-14 years,1,331300,126833123354
Finland,1998,male,75+ years,64,97127,133936359591
Finland,1998,male,35-54 years,413,800963,133936359591
Finland,1998,male,25-34 years,172,349779,133936359591
Finland,1998,male,55-74 years,212,444259,133936359591
Finland,1998,male,15-24 years,98,332503,133936359591
Finland,1998,female,55-74 years,77,519680,133936359591
Finland,1998,female,35-54 years,15,777618,133936359591
Finland,1998,female,25-34 years,38,335477,133936359591
Finland,1998,female,75+ years,19,221795,133936359591
Finland,1998,female,15-24 years,25,318057,133936359591
Finland,1998,male,5-14 years,3,330609,133936359591
Finland,1998,female,5-14 years,2,316806,133936359591
Finland,1999,male,75+ years,52,100555,135225868315
Finland,1999,male,35-54 years,48,806621,135225868315
Finland,1999,male,25-34 years,167,341340,135225868315
Finland,1999,male,55-74 years,24,451311,135225868315
Finland,1999,male,15-24 years,122,336495,135225868315
Finland,1999,female,35-54 years,118,783884,135225868315
Finland,1999,female,55-74 years,68,522239,135225868315
Finland,1999,female,25-34 years,36,327315,135225868315
Finland,1999,female,15-24 years,19,321801,135225868315
Finland,1999,female,75+ years,11,226849,135225868315
Finland,1999,female,5-14 years,1,316199,135225868315
Finland,1999,male,5-14 years,1,329646,135225868315
Finland,2000,male,35-54 years,42,806796,125539893127
Finland,2000,male,25-34 years,156,335796,125539893127
Finland,2000,male,75+ years,44,104437,125539893127
Finland,2000,male,55-74 years,166,462422,125539893127
Finland,2000,male,15-24 years,15,337152,125539893127
Finland,2000,female,55-74 years,84,529071,125539893127
Finland,2000,female,35-54 years,122,785167,125539893127
Finland,2000,female,25-34 years,41,321757,125539893127
Finland,2000,female,15-24 years,26,322489,125539893127
Finland,2000,female,75+ years,17,231463,125539893127
Finland,2000,female,5-14 years,2,315989,125539893127
Finland,2001,male,35-54 years,429,800866,129250111857
Finland,2001,male,25-34 years,156,332298,129250111857
Finland,2001,male,55-74 years,27,479037,129250111857
Finland,2001,male,75+ years,44,108828,129250111857
Finland,2001,male,15-24 years,93,335676,129250111857
Finland,2001,female,35-54 years,13,780440,129250111857
Finland,2001,female,55-74 years,72,541576,129250111857
Finland,2001,female,75+ years,23,236217,129250111857
Finland,2001,female,25-34 years,23,317879,129250111857
Finland,2001,female,15-24 years,22,321239,129250111857
Finland,2001,male,5-14 years,4,329122,129250111857
Finland,2001,female,5-14 years,1,315805,129250111857
Finland,2002,male,75+ years,57,113353,139552983249
Finland,2002,male,35-54 years,339,792737,139552983249
Finland,2002,male,55-74 years,24,497865,139552983249
Finland,2002,male,25-34 years,124,329350,139552983249
Finland,2002,male,15-24 years,97,333547,139552983249
Finland,2002,female,35-54 years,125,773011,139552983249
Finland,2002,female,55-74 years,75,557098,139552983249
Finland,2002,female,25-34 years,3,314846,139552983249
Finland,2002,female,75+ years,18,240441,139552983249
Finland,2002,female,15-24 years,23,319060,139552983249
Finland,2002,male,5-14 years,3,328694,139552983249
Finland,2003,male,35-54 years,376,783442,171071106095
Finland,2003,male,75+ years,52,118318,171071106095
Finland,2003,male,55-74 years,176,516435,171071106095
Finland,2003,male,25-34 years,111,326748,171071106095
Finland,2003,male,15-24 years,95,332460,171071106095
Finland,2003,female,35-54 years,112,764626,171071106095
Finland,2003,female,55-74 years,72,572548,171071106095
Finland,2003,female,75+ years,22,244738,171071106095
Finland,2003,female,15-24 years,27,318049,171071106095
Finland,2003,female,25-34 years,25,312105,171071106095
Finland,2003,male,5-14 years,5,326551,171071106095
Finland,2003,female,5-14 years,2,313836,171071106095
Finland,2004,male,55-74 years,22,533983,196768065557
Finland,2004,male,35-54 years,31,772775,196768065557
Finland,2004,male,75+ years,49,123863,196768065557
Finland,2004,male,25-34 years,119,325806,196768065557
Finland,2004,male,15-24 years,11,332773,196768065557
Finland,2004,female,35-54 years,116,755108,196768065557
Finland,2004,female,15-24 years,31,318275,196768065557
Finland,2004,female,25-34 years,3,311087,196768065557
Finland,2004,female,55-74 years,54,586736,196768065557
Finland,2004,female,75+ years,2,250445,196768065557
Finland,2004,male,5-14 years,4,323186,196768065557
Finland,2004,female,5-14 years,1,310728,196768065557
Finland,2005,male,75+ years,64,129632,204436015421
Finland,2005,male,35-54 years,299,761907,204436015421
Finland,2005,male,55-74 years,194,550032,204436015421
Finland,2005,male,25-34 years,99,326851,204436015421
Finland,2005,male,15-24 years,68,333948,204436015421
Finland,2005,female,35-54 years,19,745397,204436015421
Finland,2005,female,55-74 years,74,599482,204436015421
Finland,2005,female,15-24 years,33,319226,204436015421
Finland,2005,female,25-34 years,32,311835,204436015421
Finland,2005,female,75+ years,2,257062,204436015421
Finland,2005,female,5-14 years,2,307005,204436015421
Finland,2006,male,35-54 years,31,752178,216552502823
Finland,2006,male,55-74 years,225,564074,216552502823
Finland,2006,male,25-34 years,113,329601,216552502823
Finland,2006,male,75+ years,44,135396,216552502823
Finland,2006,male,15-24 years,18,335416,216552502823
Finland,2006,female,35-54 years,14,736648,216552502823
Finland,2006,female,55-74 years,78,611527,216552502823
Finland,2006,female,25-34 years,33,313759,216552502823
Finland,2006,female,75+ years,24,262936,216552502823
Finland,2006,female,15-24 years,19,320699,216552502823
Finland,2006,male,5-14 years,3,315017,216552502823
Finland,2006,female,5-14 years,1,302489,216552502823
Finland,2007,male,75+ years,58,140553,255384615385
Finland,2007,male,35-54 years,297,742406,255384615385
Finland,2007,male,55-74 years,23,577963,255384615385
Finland,2007,male,25-34 years,11,334628,255384615385
Finland,2007,male,15-24 years,89,336401,255384615385
Finland,2007,female,55-74 years,83,624243,255384615385
Finland,2007,female,35-54 years,89,727224,255384615385
Finland,2007,female,15-24 years,31,321868,255384615385
Finland,2007,female,25-34 years,24,317967,255384615385
Finland,2007,female,75+ years,17,267590,255384615385
Finland,2007,male,5-14 years,3,310283,255384615385
Finland,2008,male,35-54 years,331,732583,283742493042
Finland,2008,male,55-74 years,225,592016,283742493042
Finland,2008,male,25-34 years,116,342053,283742493042
Finland,2008,male,75+ years,46,145022,283742493042
Finland,2008,male,15-24 years,81,336624,283742493042
Finland,2008,female,35-54 years,91,716879,283742493042
Finland,2008,female,55-74 years,68,637681,283742493042
Finland,2008,female,25-34 years,32,324511,283742493042
Finland,2008,female,15-24 years,26,322278,283742493042
Finland,2008,female,75+ years,13,270887,283742493042
Finland,2008,female,5-14 years,2,293500,283742493042
Finland,2008,male,5-14 years,2,306062,283742493042
Finland,2009,male,35-54 years,293,724700,251499027508
Finland,2009,male,75+ years,57,149329,251499027508
Finland,2009,male,25-34 years,121,348421,251499027508
Finland,2009,male,55-74 years,21,604904,251499027508
Finland,2009,male,15-24 years,89,336510,251499027508
Finland,2009,female,35-54 years,1,708103,251499027508
Finland,2009,female,55-74 years,84,650862,251499027508
Finland,2009,female,25-34 years,4,330127,251499027508
Finland,2009,female,15-24 years,28,322353,251499027508
Finland,2009,female,75+ years,2,273822,251499027508
Finland,2009,female,5-14 years,1,290188,251499027508
Finland,2010,male,25-34 years,119,351262,247799815768
Finland,2010,male,75+ years,52,153947,247799815768
Finland,2010,male,35-54 years,241,719196,247799815768
Finland,2010,male,55-74 years,2,616801,247799815768
Finland,2010,male,15-24 years,15,336807,247799815768
Finland,2010,female,25-34 years,37,332711,247799815768
Finland,2010,female,35-54 years,77,701523,247799815768
Finland,2010,female,55-74 years,69,663064,247799815768
Finland,2010,female,15-24 years,3,322681,247799815768
Finland,2010,female,75+ years,23,277369,247799815768
Finland,2010,male,5-14 years,1,300513,247799815768
Finland,2011,male,75+ years,64,158719,273674236773
Finland,2011,male,35-54 years,259,715014,273674236773
Finland,2011,male,55-74 years,191,628483,273674236773
Finland,2011,male,25-34 years,15,352092,273674236773
Finland,2011,male,15-24 years,89,337265,273674236773
Finland,2011,female,55-74 years,73,674645,273674236773
Finland,2011,female,35-54 years,67,696397,273674236773
Finland,2011,female,15-24 years,27,322992,273674236773
Finland,2011,female,25-34 years,26,333422,273674236773
Finland,2011,female,75+ years,9,280924,273674236773
Finland,2011,male,5-14 years,2,299347,273674236773
Finland,2012,male,35-54 years,235,711920,256706466091
Finland,2012,male,55-74 years,195,639345,256706466091
Finland,2012,male,75+ years,49,163645,256706466091
Finland,2012,male,25-34 years,91,352467,256706466091
Finland,2012,male,15-24 years,85,337342,256706466091
Finland,2012,female,55-74 years,87,685183,256706466091
Finland,2012,female,15-24 years,32,323218,256706466091
Finland,2012,female,35-54 years,65,692612,256706466091
Finland,2012,female,25-34 years,27,333404,256706466091
Finland,2012,female,75+ years,7,284657,256706466091
Finland,2013,male,25-34 years,131,353828,269980111643
Finland,2013,male,55-74 years,216,647538,269980111643
Finland,2013,male,75+ years,56,169485,269980111643
Finland,2013,male,35-54 years,194,710389,269980111643
Finland,2013,male,15-24 years,68,335688,269980111643
Finland,2013,female,35-54 years,72,690084,269980111643
Finland,2013,female,55-74 years,69,693297,269980111643
Finland,2013,female,15-24 years,31,321757,269980111643
Finland,2013,female,25-34 years,31,334557,269980111643
Finland,2013,female,75+ years,17,289147,269980111643
Finland,2013,female,5-14 years,1,288186,269980111643
Finland,2013,male,5-14 years,1,301477,269980111643
Finland,2014,male,75+ years,61,175827,272609288690
Finland,2014,male,25-34 years,11,356059,272609288690
Finland,2014,male,35-54 years,27,708947,272609288690
Finland,2014,male,55-74 years,157,654576,272609288690
Finland,2014,male,15-24 years,63,332717,272609288690
Finland,2014,female,25-34 years,37,336774,272609288690
Finland,2014,female,35-54 years,6,687641,272609288690
Finland,2014,female,55-74 years,59,700011,272609288690
Finland,2014,female,15-24 years,22,318826,272609288690
Finland,2014,female,75+ years,11,294322,272609288690
Finland,2014,female,5-14 years,1,290448,272609288690
Finland,2014,male,5-14 years,1,303796,272609288690
Finland,2015,male,75+ years,53,178936,232464833066
Finland,2015,male,35-54 years,19,704220,232464833066
Finland,2015,male,25-34 years,92,357334,232464833066
Finland,2015,male,55-74 years,159,665885,232464833066
Finland,2015,male,15-24 years,59,332082,232464833066
Finland,2015,female,25-34 years,3,337446,232464833066
Finland,2015,female,35-54 years,55,682671,232464833066
Finland,2015,female,55-74 years,55,711135,232464833066
Finland,2015,female,75+ years,21,295795,232464833066
Finland,2015,female,15-24 years,12,317937,232464833066
Finland,2015,male,5-14 years,5,305748,232464833066
France,1985,male,75+ years,1522,1263200,553138414367
France,1985,male,55-74 years,2363,4471600,553138414367
France,1985,male,35-54 years,2752,6799400,553138414367
France,1985,male,25-34 years,1492,4240100,553138414367
France,1985,female,75+ years,67,2434600,553138414367
France,1985,female,55-74 years,1218,5255800,553138414367
France,1985,male,15-24 years,74,4349200,553138414367
France,1985,female,35-54 years,165,6652100,553138414367
France,1985,female,25-34 years,447,4213300,553138414367
France,1985,female,15-24 years,197,4220700,553138414367
France,1985,male,5-14 years,29,3837000,553138414367
France,1985,female,5-14 years,6,3645600,553138414367
France,1986,male,75+ years,1465,1207600,771470783218
France,1986,male,55-74 years,2382,4450700,771470783218
France,1986,male,35-54 years,2847,6825300,771470783218
France,1986,male,25-34 years,1448,4231000,771470783218
France,1986,female,75+ years,694,2356000,771470783218
France,1986,female,55-74 years,123,5253800,771470783218
France,1986,female,35-54 years,1137,6692000,771470783218
France,1986,male,15-24 years,695,4343700,771470783218
France,1986,female,25-34 years,424,4218000,771470783218
France,1986,female,15-24 years,193,4219700,771470783218
France,1986,male,5-14 years,35,4020800,771470783218
France,1986,female,5-14 years,6,3819000,771470783218
France,1987,male,75+ years,1491,1314800,934173305686
France,1987,male,55-74 years,2198,4576100,934173305686
France,1987,male,35-54 years,2855,6973100,934173305686
France,1987,male,25-34 years,1369,4211300,934173305686
France,1987,female,75+ years,73,2524500,934173305686
France,1987,female,55-74 years,1122,5333200,934173305686
France,1987,female,35-54 years,1124,6839200,934173305686
France,1987,male,15-24 years,641,4370700,934173305686
France,1987,female,25-34 years,414,4214400,934173305686
France,1987,female,15-24 years,175,4228600,934173305686
France,1987,male,5-14 years,33,3752400,934173305686
France,1987,female,5-14 years,9,3562500,934173305686
France,1988,male,75+ years,147,1348100,1018847043277
France,1988,male,55-74 years,212,4614700,1018847043277
France,1988,male,35-54 years,2752,7066300,1018847043277
France,1988,male,25-34 years,1371,4219800,1018847043277
France,1988,female,75+ years,652,2579800,1018847043277
France,1988,female,55-74 years,163,5354800,1018847043277
France,1988,female,35-54 years,187,6943200,1018847043277
France,1988,male,15-24 years,66,4362100,1018847043277
France,1988,female,25-34 years,38,4229400,1018847043277
France,1988,female,15-24 years,178,4212400,1018847043277
France,1988,male,5-14 years,23,3707800,1018847043277
France,1988,female,5-14 years,5,3519200,1018847043277
France,1989,male,75+ years,1476,1376800,1025211803414
France,1989,male,55-74 years,266,4663000,1025211803414
France,1989,male,35-54 years,2731,7163600,1025211803414
France,1989,male,25-34 years,1366,4238300,1025211803414
France,1989,female,75+ years,677,2631300,1025211803414
France,1989,female,55-74 years,163,5381700,1025211803414
France,1989,male,15-24 years,681,4323100,1025211803414
France,1989,female,35-54 years,143,7049300,1025211803414
France,1989,female,25-34 years,391,4242400,1025211803414
France,1989,female,15-24 years,19,4167800,1025211803414
France,1989,male,5-14 years,23,3684000,1025211803414
France,1989,female,5-14 years,8,3496600,1025211803414
France,1990,male,75+ years,1441,1360900,1269179616914
France,1990,male,55-74 years,1986,4746800,1269179616914
France,1990,male,35-54 years,2816,7267500,1269179616914
France,1990,male,25-34 years,1314,4289900,1269179616914
France,1990,female,75+ years,661,2583600,1269179616914
France,1990,female,55-74 years,12,5482800,1269179616914
France,1990,male,15-24 years,67,4318400,1269179616914
France,1990,female,35-54 years,981,7178300,1269179616914
France,1990,female,25-34 years,392,4308400,1269179616914
France,1990,female,15-24 years,184,4175200,1269179616914
France,1990,male,5-14 years,14,3705600,1269179616914
France,1990,female,5-14 years,5,3535500,1269179616914
France,1991,male,75+ years,139,1318500,1269276828276
France,1991,male,55-74 years,248,4856900,1269276828276
France,1991,male,35-54 years,287,7380300,1269276828276
France,1991,male,25-34 years,1346,4308800,1269276828276
France,1991,female,75+ years,645,2521400,1269276828276
France,1991,female,55-74 years,141,5609300,1269276828276
France,1991,male,15-24 years,639,4254000,1269276828276
France,1991,female,35-54 years,158,7305800,1269276828276
France,1991,female,25-34 years,366,4320400,1269276828276
France,1991,female,15-24 years,167,4110000,1269276828276
France,1991,male,5-14 years,9,3734900,1269276828276
France,1991,female,5-14 years,4,3562600,1269276828276
France,1992,male,75+ years,1328,1285400,1401465923172
France,1992,male,55-74 years,277,4952400,1401465923172
France,1992,male,35-54 years,329,7502100,1401465923172
France,1992,male,25-34 years,14,4320300,1401465923172
France,1992,female,75+ years,599,2470100,1401465923172
France,1992,female,55-74 years,981,5720200,1401465923172
France,1992,female,35-54 years,158,7441900,1401465923172
France,1992,male,15-24 years,589,4210800,1401465923172
France,1992,female,25-34 years,386,4320800,1401465923172
France,1992,female,15-24 years,175,4067600,1401465923172
France,1992,male,5-14 years,19,3751400,1401465923172
France,1992,female,5-14 years,3,3579300,1401465923172
